Referencia;Descripcion;PVP;NETOS;NETOS_GRANDE_CUENTAS;CANTIDAD;PRECIO_ESTANDAR;CONDICIONES_NETO;CONDICION_NETO_GC;PRECIO_GRUPO1;PRECIO_GRUPO3;PRECIO_CECOFERSA
584;Hito H-75 flexible E.V.A. rojo Mod. C Plus;44,5;17,5;16;12;22,25;Neto: 018 € (a partir de 12 uds.);Neto G.C.: 016 € (a partir de 12 uds.);21,36;22,25;21,36
0584P;Hito H-50 flexible E.V.A. rojo Mod. C Plus;32,5;;;;16,25;Sin precio neto;Sin precio neto G.C.;15,6;16,25;15,6
585;Hito H-75 flexible E.V.A. amarillo Mod. C plus;44,1;17,5;16;12;22,05;Neto: 018 € (a partir de 12 uds.);Neto G.C.: 016 € (a partir de 12 uds.);21,168;22,05;21,168
0585P;Hito H-50 flexible E.V.A. amarillo Mod. C Plus;32,5;;;;16,25;Sin precio neto;Sin precio neto G.C.;15,6;16,25;15,6
586;Hito H-75 fijo Polietileno rojo Mod. A;33,9;15,5;14;12;16,95;Neto: 016 € (a partir de 12 uds.);Neto G.C.: 014 € (a partir de 12 uds.);16,272;16,95;16,272
0586P;Hito H-50 fijo Polietilieno rojo Mod. A;27,5;;;;13,75;Sin precio neto;Sin precio neto G.C.;13,2;13,75;13,2
587;Hito H-75 fijo Polietileno amarillo Mod. A;33,9;15,5;14;12;16,95;Neto: 016 € (a partir de 12 uds.);Neto G.C.: 014 € (a partir de 12 uds.);16,272;16,95;16,272
0587P;Hito H-50 Polietileno amarillo Mod. A;27,5;;;;13,75;Sin precio neto;Sin precio neto G.C.;13,2;13,75;13,2
588;Hito 75 cm PVC blando Naranja Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588A;Hito 75 cm PVC blando Azul Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588AM;Hito 75 cm PVC blando Amarillo Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588B;HIto 75 cm PVC blando Blanco Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588NE;Hito 75 cm PVC blando Negro Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588R;Hito 75 cm PVC blando Rojo Mod. E;27,5;12,5;12;8;13,75;Neto: 013 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
0588V;Hito 75 cm PVC blando Verde Mod. E;27,5;12;12;8;13,75;Neto: 012 € (a partir de 8 uds.);Neto G.C.: 012 € (a partir de 8 uds.);13,2;13,75;13,2
589;Hito 45 cm PVC blando Naranja Mod. F;16,5;;;;8,25;Sin precio neto;Sin precio neto G.C.;7,92;8,25;7,92
590;Captafaros flexible p/muro doble lente blanco/amarillo;9,4;;;;4,7;Sin precio neto;Sin precio neto G.C.;4,512;4,7;4,512
591;Captafaros doble lente blanco/amarillo 3M;6,2;;;;3,1;Sin precio neto;Sin precio neto G.C.;2,976;3,1;2,976
0591A;Captafaros doble lente Blanco/Amarillo Autoadhesivo 3M;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
0591B;Captafaros doble lente Blanco/blanco 3M;6,2;;;;3,1;Sin precio neto;Sin precio neto G.C.;2,976;3,1;2,976
0591BA;Captafaros doble lente Blanco/Blanco Autoadhesivo 3M;8,8;;;;4,4;Sin precio neto;Sin precio neto G.C.;4,224;4,4;4,224
0592/A;Delineador de Barrera LDS Amarillo 86x15,3 cm;39,9;;;;19,95;Sin precio neto;Sin precio neto G.C.;19,152;19,95;19,152
0592/B;Delineador de Barrera LDS Blanco 86x15,3 cm;39,9;;;;19,95;Sin precio neto;Sin precio neto G.C.;19,152;19,95;19,152
0592/R;Delineador de Barrera LDS Rojo 86x15,3 cm;39,9;;;;19,95;Sin precio neto;Sin precio neto G.C.;19,152;19,95;19,152
593;Hito Basculante Flexible 75 cm Mod. G + base;49,7;;;;24,85;Sin precio neto;Sin precio neto G.C.;23,856;24,85;23,856
594;Panel señal. vertical R/B reflectante 2 caras;36,5;;;;18,25;Sin precio neto;Sin precio neto G.C.;17,52;18,25;17,52
595;Conjunto manga viento + poste y rótula;1.869,00;;;;934,5;Sin precio neto;Sin precio neto G.C.;897,12;934,5;897,12
596;Mástil Manga viento c/ rótula 400cm x 8cm diam x 2mm;945;;;;472,5;Sin precio neto;Sin precio neto G.C.;453,6;472,5;453,6
597;Manga de viento c/aro 400x150mm L.1600mm;588;;;;294;Sin precio neto;Sin precio neto G.C.;282,24;294;282,24
598;Rótula para manga viento;199,5;;;;99,75;Sin precio neto;Sin precio neto G.C.;95,76;99,75;95,76
600;Señal metalica TP-3;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0600D;Señal metalica P-3;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
601;Señal metalica TP-13a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0601D;Señal metalica P-13a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
602;Señal metalica TP-13b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0602D;Señal metalica P-13b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
603;Señal metalica TP-14a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0603D;Señal metalica P-14a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
604;Señal metalica TP-14b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0604D;Señal metalica P-14b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
605;Señal metalica TP-15;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0605D;Señal metalica P-15;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
606;Señal metalica TP-15a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0606D;Señal metalica P-15a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
607;Señal metalica TP-15b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0607D;Señal metalica P-15b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
608;Señal metalica TP-17;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0608D;Señal metalica P-17;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
609;Señal metalica TP-17b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0609D;Señal metalica P-17b;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
610;Señal metalica TP-17a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0610D;Señal metalica P-17a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
611;Señal metalica TP-18;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0611D;Señal metalica P-18;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
612;Señal metalica TP-19;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0612D;Señal metalica P-19;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
613;Señal metalica TP-25;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0613D;Señal metalica P-25;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
614;Señal metalica TP-26;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0614D;Señal metalica P-26;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
615;Señal metalica TP-28;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0615D;Señal metalica P-28;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
616;Señal metalica TP-30;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0616B;Cartel PVC 42x42 Fotolum. Salida emergencia derecha;7,8;;;;3,9;Sin precio neto;Sin precio neto G.C.;3,744;3,9;3,744
0616C;Cartel PVC 63x63 Fotolum. Salida emergencia derecha;12,5;;;;6,25;Sin precio neto;Sin precio neto G.C.;6;6,25;6
0616D;Señal metalica P-30;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
617;Señal metalica TP-50;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0617D;Señal metalica P-50;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
619;Señal metalica TP-4;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0619D;Señal metalica P-4;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
620;Señal metalica TR-1;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0620D;Señal metalica R-1;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
624;Señal metalica Minusvalidos M-1;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
625;Señal metalica S-13;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
628;Señal metalica R-402;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
629;Señal metalica TR-100;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0629D;Señal metalica R-100;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
630;Señal metalica TR-305;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0630D;Señal metalica R-305;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
641;Señal metalica TR-101;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
642;Señal metalica TR-106;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0642D;Señal metalica R-106;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
643;Señal metalica TR-201;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0643D;Señal metalica R-201;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
644;Señal metalica TR-204;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0644D;Señal metalica R-204;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
645;Señal metalica TR-205;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0645D;Señal metalica R-205;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
647;Señal metalica TR-303;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0647D;Señal metalica R-303;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
648;Señal metalica TR-301/20;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0648D;Señal metalica R-301/20;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
649;Señal metalica TR-301/30;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0649D;Señal metalica R-301/30;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
650;Señal metalica TR-301/40;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0650D;Señal metalica R301/40;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
651;Señal metalica TR-301/50;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0651D;Señal metalica R-301/50;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
652;Señal metalica TR-301/60;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0652D;Señal metalica R-301/60;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
653;Señal metalica R-307;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
654;Señal metalica TR-301/10;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
655;Señal metalica Minusvalidos M-2;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
656;Señal metalica TR-302;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0656D;Señal metalica R-302;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
657;Señal metalica TR-306;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0657D;Señal metalica R-306;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
658;Soporte pared 60 mm para señal MOPU;34;;;;17;Sin precio neto;Sin precio neto G.C.;16,32;17;16,32
661;Señal metalica R2 Stop;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0661V;Vinilo adhesivo suelo STOP 40 cm;12,3;;;;6,15;Sin precio neto;Sin precio neto G.C.;5,904;6,15;5,904
662;Señal metalica R-308;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
663;Señal metalica TR-400a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
664;Señal metalica R-400a;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0664V;Vinilo adhesivo suelo Dirección oblig. 40cm;12,3;;;;6,15;Sin precio neto;Sin precio neto G.C.;5,904;6,15;5,904
665;Señal metalica S-17 Parking;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
666;Señal metalica S-15a Calle Cortada;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
667;Placa carga Sobresaliente V20 50x50;39;17,8;17,8;10;19,5;Neto: 018 € (a partir de 10 uds.);Neto G.C.: 018 € (a partir de 10 uds.);18,72;19,5;18,72
668;Señal metalica R-101;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
670;Señal metalica TR-5;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0670D;Señal metalica R-5;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
671;Señal metalica TR-500;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0671D;Señal metalica R-500;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
672;Señal metalica TR-502;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0672D;Señal metalica R-502;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
673;Señal metalica P-20;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0673D;Señal metalica P-20;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
674;Señal metalica TR-503;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0674D;Señal metalica R-503;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0674E;Señal 50 cm económica recarga eléctrica;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0674P;Señal metálica económica ALTO POLICIA;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
675;Tripode tubular naranja señal metalica mod. A;23,5;9,5;7,5;10;11,75;Neto: 010 € (a partir de 10 uds.);Neto G.C.: 008 € (a partir de 10 uds.);11,28;11,75;11,28
0676/10;Tubo 80x40 para señal metalica 1 metro;23;;;;11,5;Sin precio neto;Sin precio neto G.C.;11,04;11,5;11,04
0676/15;bo 80x40 para señal metalica 1,5 metros;33;;;;16,5;Sin precio neto;Sin precio neto G.C.;15,84;16,5;15,84
0676/20;Tubo 80x40 para señal metalica 2 metros;44;;;;22;Sin precio neto;Sin precio neto G.C.;21,12;22;21,12
0676/25;Tubo 80x40 para señal metalica 2,5 metros;56;;;;28;Sin precio neto;Sin precio neto G.C.;26,88;28;26,88
0676/30;Tubo 80x40 para señal metalica 3 metros;72;;;;36;Sin precio neto;Sin precio neto G.C.;34,56;36;34,56
0676/35;Tubo 80x40 para señal metalica 3,5 metros;78;;;;39;Sin precio neto;Sin precio neto G.C.;37,44;39;37,44
0676/40;Tubo 80x40 para señal metalica 4 metros;83;;;;41,5;Sin precio neto;Sin precio neto G.C.;39,84;41,5;39,84
0676/AL;Poste aluminio 3.5 m 76 mm pintado;210;;;;105;Sin precio neto;Sin precio neto G.C.;100,8;105;100,8
0676F;Poste 80x40 mm 3 m en forma de F;98;;;;49;Sin precio neto;Sin precio neto G.C.;47,04;49;47,04
677;Cruceta tubo para señales metalicas;34,6;;;;17,3;Sin precio neto;Sin precio neto G.C.;16,608;17,3;16,608
678;Señal metalica R- 6 Prioridad;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
679;Placa econ. informat. 20x40 cm f.amarillo;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
680;Placa informativa 40x20 blanca;22,5;8,5;7,5;1;11,25;Neto: 009 € (a partir de 1 uds.);Neto G.C.: 008 € (a partir de 1 uds.);10,8;11,25;10,8
0681/A;Horquilla protector peatones 120x40 cm Galva;84,8;;;;42,4;Sin precio neto;Sin precio neto G.C.;40,704;42,4;40,704
0681/A/PLATO;Horquilla protector peatones 120x40 cm Galva. c/plato;105,6;;;;52,8;Sin precio neto;Sin precio neto G.C.;50,688;52,8;50,688
0681/B;Horquilla protector peatones 90x40 cm Galva;77,7;;;;38,85;Sin precio neto;Sin precio neto G.C.;37,296;38,85;37,296
0681/B/PLATO;Horquilla protector peatones 90x40 cm Galva c/plato;123,9;;;;61,95;Sin precio neto;Sin precio neto G.C.;59,472;61,95;59,472
0681/LA;Horquilla protector peatones 120x40 cm Amarilla;96,9;;;;48,45;Sin precio neto;Sin precio neto G.C.;46,512;48,45;46,512
0681/LA/PLATO;Horquilla protector peatones 120x40 cm Amar. c/plato;102,9;;;;51,45;Sin precio neto;Sin precio neto G.C.;49,392;51,45;49,392
0681/LB;Horquilla protector peqtones 90x40 cm Amarilla;90,72;;;;45,36;Sin precio neto;Sin precio neto G.C.;43,5456;45,36;43,5456
0681/LB/PLATO;Horquilla protector peatones 90x40 cm Amar.c/plato;105,46;;;;52,73;Sin precio neto;Sin precio neto G.C.;50,6208;52,73;50,6208
682;Vado Permanente Aluminio 40x30;16,8;;;;8,4;Sin precio neto;Sin precio neto G.C.;8,064;8,4;8,064
0682P;Vado permanente 40x30 aluminio personalizado;24;;;;12;Sin precio neto;Sin precio neto G.C.;11,52;12;11,52
683;Horquilla protector contenedor basura Galva;268,6;;;;134,3;Sin precio neto;Sin precio neto G.C.;128,928;134,3;128,928
0683/B;Isleta hormigon con protector direccional Vados;920;;;;460;Sin precio neto;Sin precio neto G.C.;441,6;460;441,6
0683/BS;Juego 2 angulos sujecion suelo Isleta Vados;66,6;;;;33,3;Sin precio neto;Sin precio neto G.C.;31,968;33,3;31,968
0683D;Protector contenedor basura flecha dcha Galv.;156,45;;;;78,225;Sin precio neto;Sin precio neto G.C.;75,096;78,225;75,096
0683D/PLATO;Protector contenedor basura flecha Dcha. Galva. c/plato;179,55;;;;89,775;Sin precio neto;Sin precio neto G.C.;86,184;89,775;86,184
0683I;Protector contenedor basura flecha izq. Galva.;156,45;;;;78,225;Sin precio neto;Sin precio neto G.C.;75,096;78,225;75,096
0683I/PLATO;Protector contendor basura flecha Izq.Galva. c/ plato;150;;;;75;Sin precio neto;Sin precio neto G.C.;72;75;72
687;Placa econ. informat. 55x35 cm f.amarillo;33,6;;;;16,8;Sin precio neto;Sin precio neto G.C.;16,128;16,8;16,128
688;Placa econ. informat. 55x35 cm f.blanco;33,6;;;;16,8;Sin precio neto;Sin precio neto G.C.;16,128;16,8;16,128
690;Base caucho multiperfil;34;;;;17;Sin precio neto;Sin precio neto G.C.;16,32;17;16,32
0690B;Base multiperfil para valla y señales 18 kg;29;11,5;11,5;40;14,5;Neto: 012 € (a partir de 40 uds.);Neto G.C.: 012 € (a partir de 40 uds.);13,92;14,5;13,92
0690D;Base de caucho multiperfil mod D;26;11,5;11,5;40;13;Neto: 012 € (a partir de 40 uds.);Neto G.C.: 012 € (a partir de 40 uds.);12,48;13;12,48
0690S;Base caucho para panel secuencial;38,5;;;;19,25;Sin precio neto;Sin precio neto G.C.;18,48;19,25;18,48
692;Poste aluminio 3 mtros señ. urbana Diam 60;110;;;;55;Sin precio neto;Sin precio neto G.C.;52,8;55;52,8
